ENTREZID	SYMBOL	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val
17128	Smad4	SMAD family member 4	0.955525241110601	6.25035393427931	3.33299001709172	0.00276252132541847	0.0224604600798291
70310	Plscr3	phospholipid scramblase 3	1.05172959757182	5.21287860947435	3.33294233752811	0.00276279007815666	0.0224604600798291
19130	Prox1	prospero homeobox 1	-1.10284830444209	1.30835498001474	-3.32895484214848	0.00278389451231001	0.0226203953072223
76464	Knl1	kinetochore scaffold 1	-1.53175242069146	1.98400720784073	-3.33259615081186	0.00278584557264745	0.0226246163566908
100503073	Gm19537	predicted gene, 19537	-3.23617698511922	-2.40587116685728	-3.35831157779299	0.00280745724155575	0.0227884202596544
670198	Gm10734	predicted gene 10734	-1.62464716774664	-0.0151829038131726	-3.32433326437759	0.00281354066643206	0.0228176442492085
218442	Serinc5	serine incorporator 5	1.37046621454494	5.64975907450679	3.46248294388604	0.00281417359628001	0.0228176442492085
23871	Ets1	E26 avian leukemia oncogene 1, 5' domain	2.19188341018763	5.5048144646844	3.49096402854391	0.00281593578005692	0.0228176442492085
24000	Ptpn21	protein tyrosine phosphatase, non-receptor type 21	0.986101268813111	5.45657455352835	3.32277596184321	0.0028168326961659	0.0228176442492085
100040049	1810010D01Rik	RIKEN cDNA 1810010D01 gene	-3.99299664872961	-3.03003572620828	-3.39638875951464	0.00282345503834091	0.0228491313469092
100861787	NA	NA	-2.31646656444316	-1.37989316822119	-3.33086015975271	0.00282361133387203	0.0228491313469092
57279	Slc25a20	solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20	1.34685250599336	4.5305190515143	3.37306601905825	0.00282862139762014	0.0228779593490219
436022	Dnaaf3	dynein, axonemal assembly factor 3	-1.2430282730669	3.17818644702266	-3.32004187759306	0.00283184346999204	0.0228923039384932
79202	Tnfrsf22	tumor necrosis factor receptor superfamily, member 22	-1.69434992377112	1.2070786512006	-3.3208264200174	0.00283452232042108	0.0229022447607028
319387	Adgrl3	adhesion G protein-coupled receptor L3	3.31240676889029	3.82376432693471	3.46448061056717	0.00284713150424571	0.0229923690818085
279706	Nup62cl	nucleoporin 62 C-terminal like	2.41918089791896	-0.991169721329392	3.32838911373483	0.00284867182789407	0.0229930590235127
93747	Echs1	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial	-0.907729710579857	5.65548023911274	-3.31619933504075	0.00285236373920131	0.0230111059389166
67109	Zfp787	zinc finger protein 787	1.14721754580053	3.83624911583729	3.31480203945093	0.00286006662624004	0.02306147600056
13611	S1pr4	sphingosine-1-phosphate receptor 4	-2.81799863460232	-1.70013036096181	-3.33549657950853	0.00286445267039481	0.0230850637444771
11772	Ap2a2	adaptor-related protein complex 2, alpha 2 subunit	-0.899165997848836	6.11631934096073	-3.31361839791578	0.00286643245092424	0.0230892448799219
67433	Ccdc127	coiled-coil domain containing 127	-1.03712033829532	4.69205872358616	-3.31135000325641	0.00287887170839993	0.0231776304022173
100043039	Gm4184	predicted gene 4184	-0.947188268586703	3.73006361153381	-3.30917879945675	0.00289079861167905	0.0232618030850182
101631	Pwwp2b	PWWP domain containing 2B	1.00746044107304	3.17505576627927	3.30826316337211	0.002895856669338	0.0232906457008742
240328	F830016B08Rik	RIKEN cDNA F830016B08 gene	-2.11773253817025	0.286928094797525	-3.31278740120881	0.00290366412656383	0.023341560455857
109342	Slc5a10	solute carrier family 5 (sodium/glucose cotransporter), member 10	3.08384307738719	-1.76704022787864	3.33562569674458	0.00290726762279643	0.0233554449313824
170676	Peg10	paternally expressed 10	2.47873229681618	0.3597164357869	3.31895054231357	0.00290834697702863	0.0233554449313824
268970	Arhgap28	Rho GTPase activating protein 28	0.967759568368783	4.77594348903163	3.30243780052848	0.00292819395240457	0.023502883303099
234384	Mpv17l2	MPV17 mitochondrial membrane protein-like 2	-0.903501726379677	3.94439453031403	-3.30016405043144	0.002940913012834	0.0235929894694561
54392	Ncapg	non-SMC condensin I complex, subunit G	-1.35935491395634	2.37011644216567	-3.29944389824305	0.00294591120849213	0.0236210962653524
14536	Nr6a1	nuclear receptor subfamily 6, group A, member 1	1.20257270231842	3.62355338923277	3.29813128511102	0.00295253702091442	0.023662218599661
19053	Ppp2cb	protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	1.03482412767098	6.7503841892695	3.29646113048336	0.00296176783790397	0.0237175482348862
12580	Cdkn2c	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)	-1.6179820549011	1.76253905583154	-3.29728116017547	0.00296244243328684	0.0237175482348862
83797	Smarcd1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	0.995534387124573	4.46371317165244	3.29589569897912	0.00296495363017317	0.0237256340107629
243963	Zfp473	zinc finger protein 473	-1.70069143007598	1.41335287409012	-3.29672348067644	0.00296826113290133	0.0237400804374355
380684	Nefh	neurofilament, heavy polypeptide	2.50951692870573	-1.35185254459712	3.30821947710042	0.00297322332122432	0.0237677396907583
59083	Fetub	fetuin beta	-2.64707245193053	-1.6638822447298	-3.31066687752569	0.00297873501952213	0.0237997615007724
57816	Tesc	tescalcin	-2.183206248776	-0.312590899550552	-3.29808937711597	0.00299285653186199	0.0239005076450464
216643	Gabrp	gamma-aminobutyric acid (GABA) A receptor, pi	2.12827730770112	0.235573845771792	3.29639898243796	0.00299732481282308	0.023924101687806
12006	Axin2	axin 2	2.95013948422666	1.66374625146777	3.32098483942046	0.00300648966346506	0.0239816884299072
242721	Klhdc7a	kelch domain containing 7A	-1.06738884083614	2.42430710140217	-3.28841526899144	0.00300757444115895	0.0239816884299072
26377	Dapp1	dual adaptor for phosphotyrosine and 3-phosphoinositides 1	1.34006888140558	2.21174679300893	3.28526849110611	0.00302649796046807	0.0241204103717788
19752	Rnase1	ribonuclease, RNase A family, 1 (pancreatic)	1.78173807069892	0.79744053046071	3.35664583791348	0.0030640154356736	0.0244071068273113
407819	BC031181	cDNA sequence BC031181	-0.930411282945099	5.44610828213117	-3.27792381130084	0.00306832801386072	0.0244291465647632
18792	Plau	plasminogen activator, urokinase	2.11058868927394	5.00674300063971	3.42277047550186	0.00307090315159078	0.0244373380703629
17480	Mpl	myeloproliferative leukemia virus oncogene	-2.11667978345306	-2.146505362213	-3.28316752925258	0.00307328182259942	0.0244439586936896
107733	Mrpl41	mitochondrial ribosomal protein L41	-1.00229706775889	4.01015418888441	-3.27676000661362	0.00307515427773618	0.0244465483930295
22371	Vwf	Von Willebrand factor	-1.61383143922563	4.89840891091266	-3.42864580302549	0.00307973620140843	0.0244706641161683
238803	Zfp366	zinc finger protein 366	-3.04509412742546	-1.39436414594111	-3.30431785593272	0.00308249705313944	0.0244802931798069
242785	Klhl21	kelch-like 21	1.00882036265071	7.57770116467281	3.27475755634163	0.00308692305680587	0.024503130080241
106042	Prickle1	prickle planar cell polarity protein 1	-1.35626310067013	3.09565261767667	-3.27461669682282	0.00308875444798217	0.0245053590842923
51791	Rgs14	regulator of G-protein signaling 14	3.4580198803608	-1.39344642809193	3.3159038196503	0.00309192551201204	0.0245068133323421
268301	Sowahc	sosondowah ankyrin repeat domain family member C	1.25866224248686	4.10208528217691	3.29270890413374	0.00309203909040053	0.0245068133323421
381293	Kif14	kinesin family member 14	-1.33030223444105	1.91338205048673	-3.27192073448626	0.00310447772327875	0.0245930656334322
17476	Mpeg1	macrophage expressed gene 1	3.19482840974769	-0.461484439030104	3.30402641846983	0.00311237223262087	0.024643251885942
52696	Zwint	ZW10 interactor	1.04124161270245	5.43275860553395	3.2689792778836	0.00312114345197119	0.0247003260465462
93708	Pcdhgc5	protocadherin gamma subfamily C, 5	2.85015289942324	-1.84708124549254	3.29035646662694	0.00313169850580623	0.0247645127457498
100504196	Gm10023	predicted gene 10023	-2.0262467396645	-0.173425691177917	-3.2718817256002	0.00313238806496798	0.0247645127457498
93681	Zkscan8	zinc finger with KRAB and SCAN domains 8	-1.33885446037219	2.84400468547368	-3.26442983890649	0.00314922878703967	0.0248852058751874
229722	5330417C22Rik	RIKEN cDNA 5330417C22 gene	2.67604864153545	-0.251310468372191	3.29487919067113	0.00316408026299434	0.024990067204579
11472	Actn2	actinin alpha 2	-4.29961054190015	-1.63456951764826	-3.34088435307296	0.00316613373345957	0.0249937949668307
67619	Nob1	NIN1/RPN12 binding protein 1 homolog	0.996470527669675	4.93701234604145	3.26046457026061	0.00317223867552563	0.0250294857853255
246104	Rhbdl3	rhomboid like 3	1.75732063271429	3.50400272621917	3.260577886163	0.00318299445046716	0.0251018185105703
66938	Sh3d21	SH3 domain containing 21	1.25757561410156	4.0436104183219	3.25664962111112	0.00319582995960789	0.0251904721604205
11966	Atp6v1b2	ATPase, H+ transporting, lysosomal V1 subunit B2	0.938489012035097	5.1692841731632	3.25607944285398	0.00319887988622765	0.0252019430318753
231050	Galnt11	polypeptide N-acetylgalactosaminyltransferase 11	-1.054010667437	4.43671594134588	-3.25521345047951	0.00320419468379453	0.0252312370616287
74052	Ttc21a	tetratricopeptide repeat domain 21A	-4.23389084965851	-1.89400538137671	-3.32219178762977	0.00321139904477411	0.0252753737567779
103733	Tubg1	tubulin, gamma 1	-1.01246800913279	4.44448098636557	-3.25335237019776	0.00321557600924197	0.0252956511946541
12659	Ovgp1	oviductal glycoprotein 1	1.3838836917027	2.12508090992062	3.2517135718787	0.00322700000776183	0.0253728896132676
245532	Awat2	acyl-CoA wax alcohol acyltransferase 2	-1.52209917818847	-0.0765090203700033	-3.25113527849281	0.00323277297149413	0.0254056409952726
14673	Gna12	guanine nucleotide binding protein, alpha 12	1.05553314760194	4.6554825573301	3.24994373186178	0.00323657105098348	0.0254228473607072
73102	Slc22a23	solute carrier family 22, member 23	1.05710802112448	5.09585152219389	3.24879666487707	0.00324366256500121	0.0254658932823046
74998	Rab11fip2	RAB11 family interacting protein 2 (class I)	-1.16168481925812	4.13646770438772	-3.24838001945887	0.00324635736610594	0.0254743951409823
110379	Sec13	SEC13 homolog, nuclear pore and COPII coat complex component	-0.947644397098474	5.36033941120106	-3.24716653945315	0.00325373879817921	0.0255196466334612
93834	Peli2	pellino 2	1.68225291182306	3.77452669681028	3.2783952867062	0.00326050464309564	0.0255600274699819
229841	Cenpe	centromere protein E	-1.38359433399007	3.10006952664425	-3.28044472665009	0.00328627981989538	0.0257409122742685
140743	Rem2	rad and gem related GTP binding protein 2	1.57831442573139	4.48130486905555	3.30081084941293	0.00328741488833968	0.0257409122742685
100044193	Gm20939	predicted gene, 20939	-2.39473205190529	-1.21033826629299	-3.25329994140769	0.00328846506465123	0.0257409122742685
65099	Irak1bp1	interleukin-1 receptor-associated kinase 1 binding protein 1	3.211637855722	0.801938972452604	3.27569709214985	0.00329243728107932	0.0257592469258305
20532	Slc3a1	solute carrier family 3, member 1	2.84047183858112	-1.12764504992253	3.26321834363061	0.00329913828195513	0.0257989022305883
207495	Baiap2l2	BAI1-associated protein 2-like 2	-3.45518902781792	-1.88153069731918	-3.28124641752119	0.00330796745393929	0.0258472576828867
625249	Gpx4	glutathione peroxidase 4	1.01506855167406	4.84192145510697	3.23840579782678	0.00330859290638318	0.0258472576828867
626055	Gm15645	predicted gene 15645	-3.17023679462142	-1.69131464231404	-3.27032446689627	0.00331850547175661	0.0259118875867794
26569	Slc27a4	solute carrier family 27 (fatty acid transporter), member 4	-0.95691588353669	5.18474891041122	-3.2363756855657	0.00332142308910812	0.0259218619754394
18378	Omp	olfactory marker protein	-1.51777569058549	-0.263683061733928	-3.23283006522952	0.00334766353062907	0.0261137583603464
56697	Akap10	A kinase (PRKA) anchor protein 10	-0.99960602135773	4.48003132625797	-3.23187849148646	0.0033500533485035	0.0261195081991856
99712	Cept1	choline/ethanolaminephosphotransferase 1	-0.899963300947275	5.01495598155263	-3.22830591223079	0.00337295839698966	0.0262729831420892
24128	Xrn2	5'-3' exoribonuclease 2	0.936370484119435	6.43385654075994	3.22828996095161	0.00337306269269166	0.0262729831420892
12337	Capn5	calpain 5	-0.945220146108732	4.33786542252651	-3.22764460179895	0.00337721964562582	0.026292403585946
15267	Hist2h2aa1	histone cluster 2, H2aa1	-1.22947063607001	2.93363038503535	-3.22717216928091	0.00338061503217761	0.0263058788619079
17470	Cd200	CD200 antigen	-1.46924810261512	5.59169722406098	-3.29554361581665	0.00339401340043071	0.0263837528133671
100505050	NA	NA	-1.0385329674296	5.99132531732076	-3.2248084574137	0.00339556687245052	0.0263837528133671
15013	H2-Q2	histocompatibility 2, Q region locus 2	-1.63329923960111	3.70391045507428	-3.39721867125577	0.00339563105684566	0.0263837528133671
74616	Scrn3	secernin 3	-1.22520816181152	2.40978111046948	-3.22450843813058	0.00339782718343998	0.026387843148445
19271	Ptprj	protein tyrosine phosphatase, receptor type, J	-0.966674783197907	5.59457861211332	-3.22376796013325	0.00340229701317939	0.026409578583638
78878	Ftx	Ftx transcript, Xist regulator (non-protein coding)	-1.32653704711017	2.45741633729881	-3.22232598363094	0.00341260044520524	0.0264756059529965
192657	Ell2	elongation factor RNA polymerase II 2	-1.15051813059791	7.1832228518318	-3.29182984340181	0.0034141536909774	0.0264756059529965
19334	Rab22a	RAB22A, member RAS oncogene family	0.979390099975814	4.92325307214883	3.22044063134469	0.00342396993815434	0.0265387056903341
278795	Lrrc10b	leucine rich repeat containing 10B	3.26695395214038	-1.94251324844165	3.25601114570034	0.00343332845687823	0.0265981975159331
16825	Ldb1	LIM domain binding 1	0.917447149244794	6.82493248948551	3.21836344388619	0.00343756315242931	0.0266127033491369
620235	Siglec15	sialic acid binding Ig-like lectin 15	3.65606299568669	-2.56717522508518	3.26817701851927	0.00343856873189937	0.0266127033491369
68628	Fbxw9	F-box and WD-40 domain protein 9	1.02153770427191	4.38132945057308	3.21789288403002	0.00344066750697379	0.0266159125209074
27049	Etv3	ets variant 3	0.987050812020168	5.83851426277794	3.216643811601	0.00344886952699836	0.0266663082214687
75744	Svip	small VCP/p97-interacting protein	-1.26803513938684	0.79285315988769	-3.21641775130785	0.00345089772121244	0.0266689425848614
14171	Fgf17	fibroblast growth factor 17	3.81834150771695	-1.20752987358998	3.2686761596536	0.00347218954997456	0.026820373239393
232983	Cxcl17	chemokine (C-X-C motif) ligand 17	-2.17309668346451	-0.472539761021664	-3.28924281926194	0.00348942863798329	0.0269403664849477
75590	Dusp9	dual specificity phosphatase 9	1.87868225487221	2.75521988241606	3.21250756880026	0.00349733243352879	0.0269882039938911
18514	Pbx1	pre B cell leukemia homeobox 1	0.975351467226013	6.71856881964453	3.20763841611857	0.00350865069758435	0.0270445699154557
12696	Cirbp	cold inducible RNA binding protein	1.2630915193075	4.93681700481131	3.20761057464572	0.00350936823602477	0.0270445699154557
19155	Npepps	aminopeptidase puromycin sensitive	0.915340003633949	6.02668300945236	3.20747038835192	0.00350977049459628	0.0270445699154557
224109	Nrros	negative regulator of reactive oxygen species	-3.37235527313902	-1.11518558652091	-3.24765941776372	0.00351357695419502	0.0270607067173967
319468	Ppm1h	protein phosphatase 1H (PP2C domain containing)	1.08875733066064	4.5466697255034	3.20583895809406	0.00352077330704945	0.027102923207311
16969	Zbtb7a	zinc finger and BTB domain containing 7a	0.931264350398254	6.54916844032232	3.20533200297212	0.00352412388524879	0.0271155082193145
18767	Pkia	protein kinase inhibitor, alpha	2.15240838394824	3.52512116472569	3.23653597035816	0.00353880397975474	0.0272152107523328
100306952	Snora78	small nucleolar RNA, H/ACA box 7	-1.91498985690405	-0.76394924085485	-3.205217882487	0.00354937107017006	0.0272782024603171
14233	Foxi1	forkhead box I1	-1.71931481793261	-0.217837841056076	-3.20314797458968	0.00355044687806077	0.0272782024603171
382117	Tcaim	T cell activation inhibitor, mitochondrial	-1.32618037719271	1.70165914493577	-3.20102329478798	0.00355422069554893	0.0272939280235448
98258	Txndc9	thioredoxin domain containing 9	0.938579661184591	5.24355810585033	3.20020413217212	0.00355878226313095	0.0273156847433324
12268	C4b	complement component 4B (Chido blood group)	-2.064216550497	5.16797136487395	-3.37649238334322	0.0035639756264885	0.0273377384852529
26403	Map3k11	mitogen-activated protein kinase kinase kinase 11	1.07419044854038	5.88843997797223	3.20510980388036	0.00356511509858935	0.0273377384852529
229588	Gm128	predicted gene 128	3.37398502054516	-2.31381632152375	3.23987810647182	0.00356783153718843	0.0273453004916226
12648	Chd1	chromodomain helicase DNA binding protein 1	0.911191509859085	7.20040038726309	3.19694204159157	0.00358100592944964	0.0274282064610909
24074	Taf7	TATA-box binding protein associated factor 7	0.933436004964677	5.12754028876818	3.19677929595038	0.00358211959856313	0.0274282064610909
17975	Ncl	nucleolin	0.97699886079751	9.69092940317043	3.19541290220512	0.00359147831296926	0.0274865487933008
83815	Cenpq	centromere protein Q	-1.20527016672357	3.00202381210827	-3.19360251212899	0.00360420307065303	0.0275705834117137
140780	Bmp2k	BMP2 inducible kinase	1.80645919820091	3.45403469955932	3.19487287254976	0.00361225197992315	0.0276187858203703
16848	Lfng	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	-1.68938856819933	3.61775785940264	-3.24959190728999	0.00361610030382376	0.0276304564842584
20855	Stc1	stanniocalcin 1	1.41138201131783	3.25661869836301	3.21062020622414	0.0036172750231543	0.0276304564842584
229782	Slc35a3	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member 3	-0.897135444075633	5.25384774621977	-3.19059235262802	0.00362466697074527	0.0276735443505596
329828	AI464131	expressed sequence AI464131	-1.38845057955077	1.3187047205669	-3.1890425514152	0.00363715010315573	0.0277455056491522
60440	Iigp1	interferon inducible GTPase 1	-1.71726703466429	5.66668724688771	-3.37826697949569	0.00363760362598351	0.0277455056491522
18143	Npas2	neuronal PAS domain protein 2	-1.26386639919814	1.7511564753865	-3.21479065642537	0.00364532941465278	0.027791020776253
219105	Zmym5	zinc finger, MYM-type 5	0.911445797217909	5.83863361624195	3.18494411546135	0.0036639540407232	0.0279195417837944
78772	Hhipl2	hedgehog interacting protein-like 2	-1.18120668720824	4.49869565361872	-3.26613508708563	0.00366853256131528	0.0279409583609767
67292	Pigc	phosphatidylinositol glycan anchor biosynthesis, class C	-1.08812672694519	2.94187419082022	-3.18387965946787	0.00367146809900387	0.0279498467421277
76422	Mroh3	maestro heat-like repeat family member 3	-2.25574478728354	-0.376719891665423	-3.19149259905027	0.00368313854960663	0.0280251909667709
102075	Plekhg4	pleckstrin homology domain containing, family G (with RhoGef domain) member 4	1.66418317835434	0.83903666384723	3.18184362587465	0.00369532864466656	0.0281044147739703
17912	Myo1b	myosin IB	1.14865681854402	5.46960238770699	3.17987967623511	0.00369969757487603	0.0281241079717849
12632	Cfl2	cofilin 2, muscle	0.989128937115505	5.99211159643858	3.17893387940925	0.00370623635138887	0.0281602688929566
100503380	Snhg4	small nucleolar RNA host gene 4	1.3993549679919	2.89960725381496	3.17875826354249	0.00370943424270938	0.0281710229561649
218975	Mapk1ip1l	mitogen-activated protein kinase 1 interacting protein 1-like	0.962866944433028	6.45542979299153	3.17742545989087	0.00371691769887439	0.02821429746062
56417	Adar	adenosine deaminase, RNA-specific	-1.02394331833641	5.37015240268168	-3.17281104906305	0.00374981540971939	0.0284503517691816
67457	Frmd8	FERM domain containing 8	1.09778308063752	4.50642631554158	3.17238742268777	0.00375290434254986	0.0284601248702774
21423	Tcf3	transcription factor 3	1.08085014104767	5.54000926814405	3.17075231772598	0.00376461743791541	0.0285276069452117
22350	Ezr	ezrin	1.23799848443969	9.23161135771373	3.27581665848839	0.00376541306553478	0.0285276069452117
100038730	Gm10387	predicted gene 10387	2.16808470686991	0.551932530142818	3.1778329343634	0.00376885389153646	0.0285399937239302
74601	4833427F10Rik	RIKEN cDNA 4833427F10 gene	3.08915602757145	-3.0591932635277	3.20180750656236	0.00377358393778659	0.0285621267015227
21985	Tpd52	tumor protein D52	-0.915854663158038	6.52622879819204	-3.16614536433774	0.00379780934488341	0.0287175915302355
70397	Tmem70	transmembrane protein 70	-0.964028842617252	4.36698893107533	-3.16601530605665	0.00379875677965558	0.0287175915302355
214547	She	src homology 2 domain-containing transforming protein E	-2.04318381334017	1.23161018132559	-3.17147354173968	0.00379957503731476	0.0287175915302355
224674	Slc37a1	solute carrier family 37 (glycerol-3-phosphate transporter), member 1	-0.920986223439569	2.75594574558308	-3.16548184133688	0.00380262266852389	0.0287212884628716
54447	Asah2	N-acylsphingosine amidohydrolase 2	-1.47692830880109	4.01625875294709	-3.22279795363306	0.00380369885806063	0.0287212884628716
77090	Ocel1	occludin/ELL domain containing 1	-0.935615022246091	3.32241482893391	-3.16484046084743	0.00380728192460301	0.0287244319009891
57028	Pdxp	pyridoxal (pyridoxine, vitamin B6) phosphatase	-1.74639380505344	0.920350436342903	-3.16678924005542	0.00380775024250646	0.0287244319009891
68038	Chid1	chitinase domain containing 1	-0.86246260358513	4.79557931839327	-3.15869057297562	0.00385223565385733	0.0290461508938746
13350	Dgat1	diacylglycerol O-acyltransferase 1	-0.966517520715322	4.79189088752509	-3.15691447757831	0.00386532443252837	0.0291309429335614
76482	3110002H16Rik	RIKEN cDNA 3110002H16 gene	0.949022240717341	4.65292374988237	3.15595817685196	0.0038723842889541	0.0291702389431032
14248	Flii	flightless I actin binding protein	0.890058458682623	6.58044259804473	3.15390099338683	0.00388761655956868	0.0292710300654709
67801	Pllp	plasma membrane proteolipid	-2.44455349690428	-0.9581642742017	-3.16670722698189	0.00389526860573282	0.0293146785928579
380850	Gm5141	predicted gene 5141	-3.10606729777593	-1.55152055122631	-3.18428036282253	0.0039090597771397	0.0294044648823969
75668	Rasl10a	RAS-like, family 10, member A	2.06126904846842	1.06946395970276	3.15649448492597	0.00391261665492246	0.0294172186557538
207425	Wdr11	WD repeat domain 11	-0.962657178265254	4.85822153166538	-3.1479677307996	0.00393190229796963	0.0295481616343852
68816	Ppil1	peptidylprolyl isomerase (cyclophilin)-like 1	-1.19312556491089	3.59423535039042	-3.14655202976769	0.00394284405093254	0.0296163057894191
68970	Dcaf12	DDB1 and CUL4 associated factor 12	0.950049165733863	5.47203451128249	3.14562712973749	0.0039495070910499	0.0296522613144668
208084	Pif1	PIF1 5'-to-3' DNA helicase	-1.81124923372082	0.0827831882249435	-3.14528686949734	0.00397233230109113	0.0298087096784136
66884	Appbp2	amyloid beta precursor protein (cytoplasmic tail) binding protein 2	0.902012027135677	5.65783713875891	3.14235451017751	0.00397425317869262	0.0298087096784136
20908	Stx3	syntaxin 3	0.986110111831597	6.09466011741901	3.1421251584154	0.00397600354353935	0.0298087096784136
17524	Mpp1	membrane protein, palmitoylated	-1.43273698846921	4.65272744603417	-3.27902242603307	0.00400228670476682	0.0299868046464156
14182	Fgfr1	fibroblast growth factor receptor 1	0.883129225461158	7.84749699335064	3.13850635322045	0.00400355339179556	0.0299868046464156
239027	Arhgap22	Rho GTPase activating protein 22	2.99167652212408	-1.04157013414379	3.16786697548631	0.00400720484110345	0.0299999361955467
71436	Flrt3	fibronectin leucine rich transmembrane protein 3	1.52380948361902	3.82057569866084	3.15123710600074	0.00402535511396738	0.0301126979797789
14787	Rhpn1	rhophilin, Rho GTPase binding protein 1	-2.26090952122005	0.921359230278582	-3.14537690256758	0.00402607762789628	0.0301126979797789
620419	Zfp963	zinc finger protein 963	-1.56521486057302	0.643715575459058	-3.13580701556003	0.00403092106893607	0.0301346625229261
19366	Rad54l	RAD54 like (S. cerevisiae)	-1.1750668185293	2.22140152162825	-3.13400400838248	0.0040383679992166	0.0301760604537206
100101806	Srp54c	signal recognition particle 54C	-0.921472281932782	4.29985563063391	-3.13337327043838	0.00404297628757724	0.0301830284744178
242705	E2f2	E2F transcription factor 2	-1.4896290123644	1.1017505289848	-3.13388680956609	0.00404329501694184	0.0301830284744178
57810	Cdon	cell adhesion molecule-related/down-regulated by oncogenes	-1.07109167802206	5.2479288664283	-3.13311449450898	0.00404503001194742	0.0301830284744178
68118	Atg101	autophagy related 101	1.0595863332354	4.63079436992935	3.13131441361752	0.00405894299630993	0.0302725507851261
108121	U2af1	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1	1.16066294220811	3.24738226885597	3.13025296131841	0.00406734543967834	0.0303209091173002
11512	Adcy6	adenylate cyclase 6	0.982556319451209	6.43908424610786	3.12916729880198	0.00407557528591917	0.0303679357938079
72119	Tpx2	TPX2, microtubule-associated	-1.32595729748681	3.74810903328329	-3.19273699272811	0.00408870367133695	0.0304514009527847
19822	Rnf4	ring finger protein 4	0.896239782110215	6.89853377491795	3.12577954674151	0.00410200663854619	0.0305360871010758
58185	Rsad2	radical S-adenosyl methionine domain containing 2	-1.41241021787228	0.948239440505976	-3.12557760759459	0.0041061789117527	0.0305527549535498
94246	Arid4b	AT rich interactive domain 4B (RBP1-like)	0.974651966253639	6.55924924225722	3.12442431928987	0.00411264035310324	0.0305864320660911
100504452	Gm20235	predicted gene, 20235	-2.92002495883674	-1.43110311057883	-3.15123162250421	0.00412088218437344	0.0306333123432916
12017	Bag1	BCL2-associated athanogene 1	-0.896191442524582	6.42999196880717	-3.12286306097118	0.00412490701620303	0.0306488154603069
20732	Spint1	serine protease inhibitor, Kunitz type 1	0.942077279184684	5.56172854342618	3.12019539366544	0.00414596876091559	0.0307908319067246
76044	Ncapg2	non-SMC condensin II complex, subunit G2	-1.09436654418539	4.50725941720729	-3.11990867968024	0.00414832314427189	0.0307938463936463
435145	Shisa8	shisa family member 8	3.03046875707444	1.27883437308292	3.18505738765315	0.00417535379040007	0.0309799489687713
94242	Tinagl1	tubulointerstitial nephritis antigen-like 1	1.14079332364162	7.85161608805742	3.18052470722496	0.00417854611509964	0.0309890862520106
14155	Fem1b	feminization 1 homolog b (C. elegans)	1.08848219917478	6.95330310778303	3.13439215421637	0.00418314370343426	0.0310086318429058
12227	Btg2	B cell translocation gene 2, anti-proliferative	-1.14752608299214	9.45238243361692	-3.17921644197603	0.00418851219444236	0.0310338709427881
214855	Arid5a	AT rich interactive domain 5A (MRF1-like)	-0.929703194396217	7.7430595485994	-3.11403680063279	0.0041949947991205	0.0310673373033273
329165	Abi2	abl-interactor 2	1.47038150636995	4.12385761468803	3.11402164646998	0.00419915009575266	0.0310835447837354
12534	Cdk1	cyclin-dependent kinase 1	-1.30840252750923	3.49860045289125	-3.15165693887696	0.00420533772470626	0.0311147740642592
67392	4833420G17Rik	RIKEN cDNA 4833420G17 gene	1.12998441387897	5.14032283057634	3.11163899571469	0.00421439114006962	0.0311671677948808
24057	Sh3yl1	Sh3 domain YSC-like 1	1.54049392598045	2.91210816520833	3.12653337257007	0.0042215415205275	0.0312054453650218
215493	A3galt2	alpha 1,3-galactosyltransferase 2 (isoglobotriaosylceramide synthase)	2.22014675415766	1.7918418343479	3.11930468130487	0.00422651923696197	0.0312186055975586
69068	Tcim	transcriptional and immune response regulator	0.963012701817163	8.53455805998456	3.1100218825546	0.00422727258787493	0.0312186055975586
104416	Bap1	Brca1 associated protein 1	0.917655912945159	6.00595748904596	3.10804543889365	0.00424324574971116	0.0313219317274335
71302	Arhgap26	Rho GTPase activating protein 26	1.06702821012704	3.81259710504483	3.10579278999639	0.00426158883927995	0.031442647066284
218630	Ccno	cyclin O	-2.54310865602279	1.77583583858832	-3.13694406947106	0.00427094582562525	0.0314861972109724
50909	C1ra	complement component 1, r subcomponent A	-1.79633465042693	3.61744510844233	-3.1071547885181	0.00427199782322247	0.0314861972109724
67753	Eqtn	equatorin, sperm acrosome associated	3.0439562630996	-1.79201254483723	3.13637616445388	0.00427525418447721	0.0314861972109724
18578	Pde4b	phosphodiesterase 4B, cAMP specific	1.14498398632568	9.57548510816528	3.16789920325554	0.00427546059318822	0.0314861972109724
100046095	Gm17771	zinc finger protein 320-like	-3.44344254917059	-3.20720304995096	-3.14787795785429	0.00429241877347556	0.0315963606408979
